
x ---------------- = y ----------------  =  yn ---------------  = err--------------  = 
0.5;-0.30500639399704077;-0.30480534670808535;2.010472889554249E-4;
0.65;-0.22751583906716488;-0.22720135031984354;3.1448874732134535E-4;
0.8;-0.01931657083426147;-0.018909167959205973;4.0740287505549796E-4;

x ---------------- = y ----------------  =  yn ---------------  = err--------------  = 
0.5;-0.30500639399704077;-0.30491720194711297;8.919204992779983E-5;
0.6;-0.26790162301972215;-0.26777779339930513;1.2382962041701528E-4;
0.7;-0.17260823094491556;-0.17245392277526883;1.54308169646733E-4;
0.8;-0.01931657083426147;-0.019135738045829714;1.808327884317562E-4;

x ---------------- = y ----------------  =  yn ---------------  = err--------------  = 
0.5;-0.30500639399704077;-0.30495625543099864;5.013856604213496E-5;
0.575;-0.28264117915938775;-0.2825762062580636;6.497290132412292E-5;
0.6499999999999999;-0.2275158390671651;-0.22743736754408161;7.847152308348981E-5;
0.7249999999999999;-0.1397159157939976;-0.13962522522431012;9.0690569687496E-5;
0.8;-0.01931657083426147;-0.01921489840398926;1.0167243027221079E-4;

x ---------------- = y ----------------  =  yn ---------------  = err--------------  = 
0.5;-0.30500639399704077;-0.30497431478387754;3.207921316322748E-5;
0.56;-0.28973797183525035;-0.2896982284439319;3.974339131845861E-5;
0.6200000000000001;-0.25349146465719596;-0.2534446095740238;4.685508317214815E-5;
0.6800000000000002;-0.19631239596489558;-0.19625896146624736;5.3434498648224915E-5;
0.7400000000000002;-0.11824175988975383;-0.11818226248538037;5.9497404373456964E-5;
0.8;-0.01931657083426147;-0.01925151407753538;6.505675672608888E-5;

x ---------------- = y ----------------  =  yn ---------------  = err--------------  = 
0.5;-0.30500639399704077;-0.30498412033789024;2.2273659150529035E-5;
0.55;-0.2937408216595383;-0.2937140858642377;2.6735795300603105E-5;
0.6000000000000001;-0.2679016230197219;-0.2678706933707543;3.092964896761474E-5;
0.6500000000000001;-0.22751583906716477;-0.2274809751748374;3.4863892327374746E-5;
0.7000000000000002;-0.17260823094491518;-0.1725696854415871;3.8545503328074604E-5;
0.7500000000000002;-0.10320151525921684;-0.10315953499413959;4.1980265077248835E-5;
0.8;-0.01931657083426147;-0.019271397654932867;4.51731793286031E-5;

x ---------------- = y ----------------  =  yn ---------------  = err--------------  = 
0.5;-0.30500639399704077;-0.3049900312585618;1.6362738478992167E-5;
0.5428571428571428;-0.29624311317192636;-0.29622392831036454;1.9184861561827304E-5;
0.5857142857142856;-0.27676973430105495;-0.27674787287212277;2.186142893217946E-5;
0.6285714285714284;-0.24660360923323177;-0.24657921258298143;2.439665025033566E-5;
0.6714285714285713;-0.20576082057487582;-0.2057340265739164;2.6794000959423636E-5;
0.7142857142857141;-0.15425629565810528;-0.15422723925473897;2.90564033663121E-5;
0.7571428571428569;-0.09210390844533012;-0.0920727220642765;3.1186381053621703E-5;
0.8;-0.01931657083426147;-0.019283384644414984;3.3186189846486774E-5;

x ---------------- = y ----------------  =  yn ---------------  = err--------------  = 
0.5;-0.30500639399704077;-0.30499386706179393;1.2526935246837123E-5;
0.5375;-0.2979246022766379;-0.297910178609108;1.442366752990587E-5;
0.575;-0.28264117915938775;-0.2826249444194027;1.6234739985021562E-5;
0.6124999999999999;-0.2591679151288242;-0.25914995273656916;1.7962392255044257E-5;
0.6499999999999999;-0.2275158390671651;-0.22749623055469761;1.9608512467489403E-5;
0.6874999999999999;-0.18769527877219405;-0.18767410406033722;2.117471185683617E-5;
